widx,source_catalog,FIRST_ID,RA,Dec,z,FR0,FRI,FRII,WAT,NAT,HT,Confused,Double_Double,Diffuse,L_1.4GHz_log,M_{BH},alpha,NVSS_ID,Plate,Julian,Fibre,Host_name,f_name,f_Seq,Other,PosRef,Offset,f_z,Flux_FIRST_1400MHz,Flux_NVSS_1400MHz,Flux_3000MHz,Flux_150MHz,RCl,Size_rad,LAS,OA,Rc,g-r,Mr,Mstar,R_50,D_4000,C,mu_50,eta,Q,n,PCA1,PCA2,L_[OIII],HERG-LERG,Cluster_Name,zCl,f_zCl,Dc,Sep,Dl,r500,RL*500,M500,N500,xmatch_zgated
81,Lao,J002840.2+141646,7.16819,14.28133,0.1415,False,False,False,True,False,False,False,False,False,24.99,8.66,0.99,,,,,2MASS J00284036+1416527,,,,,,s,171.29,,80.75,,,198.0,77.0,159.3,71.8,,-23.27,,,,,,,,,,,,,maxBCG J002840.4+141653,0.1449,s,622.0,0.0,0.0,0.694,26.05,1.18,18.0,
82,Lao,J002842.6+081111,7.17807,8.18522,0.50538,False,False,False,True,False,False,False,False,False,26.09,7.88,0.63,,,,,WISEA J002842.73+081106.7,,,,,,s,136.64,,84.28,,,317.0,50.0,141.6,50.0,1.35,-22.84,,,,,,,,,,,,,,,,,,,,,,,
83,Lao,J002850.7+054211,7.21143,5.70316,,False,False,False,True,False,False,False,False,False,,,0.61,,,,,,,,,,,,58.77,,36.96,,,,32.0,117.3,16.9,1.67,,,,,,,,,,,,,,,,,,,,,,,,
84,Lao,J002929.2+042420,7.37031,4.40522,0.40329,False,False,False,True,False,False,False,False,False,25.23,8.87,0.93,,,,,DESI J002928.87+042418.8,,,,,,p,28.23,,13.92,,,161.0,29.0,124.8,14.4,1.83,-23.51,,,,,,,,,,,,,AMF J002928.9+042419,0.3857,s,1553.0,0.0,0.0,0.832,52.88,2.35,35.0,
85,Lao,J002952.5-105944,7.47004,-10.99603,0.42404,False,False,False,True,False,False,False,False,False,25.51,,0.91,,,,,DESI J002952.81-105945.7,,,,,,p,47.78,,23.94,,,161.0,28.0,103.3,9.7,1.86,,,,,,,,,,,,,,WHL J002952.8-105946,0.4396,p,1744.0,0.0,0.0,0.73,39.75,1.78,23.0,
86,Mirabest,J073050.7+445601,112.711113,44.93359,0.072,False,True,False,False,False,False,True,False,False,23.94,8.48,,J073051+445601,1866.0,53314.0,166.0,,,,,,1.36,s,26.7,70.2,,,2.0,36.31,,,,1.07,,11.27,4.224404648,2.0,3.15,9.22029,-0.06,-0.691,0.699,1.227,0.354,6.08,0.0,,,,,,,,,,,
87,Mirabest,J073505.3+415828,113.771912,41.97432,0.08732,True,False,False,False,False,False,False,False,False,,8.56,,J073505+415828,1735.0,53035.0,224.0,,,,,,0.73,s,31.6,67.6,,,1.0,,,,,1.0,,10.57,1.388667761,1.95,2.29,9.48662,-0.289,1.84,0.477,2.502,2.074,6.15,0.0,,,,,,,,,,,
88,Lao,J003020.5-010646,7.58575,-1.11348,0.22762,False,True,False,True,False,False,False,False,False,24.93,8.6,1.02,,,,,SDSS J003020.57-010648.5,,,,,,s,51.63,,23.66,,,124.0,33.0,140.4,16.0,1.33,-22.03,,,,,,,,,,,,,WHL J003020.6-010649,0.2276,s,956.0,0.0,0.0,0.638,19.35,0.89,17.0,
89,Lao+Mirabest,J073658.1+432856,114.24206,43.48393,0.2731,False,True,False,True,False,False,False,False,False,25.46,,2.24,J073658+432902,1736.0,53052.0,285.0,WISEA J073658.09+432902.1,,,,,0.86,s,85.74,82.0,15.53,,2.0,297.0,69.0,116.7,37.3,1.35,,,,,,,,,,,,,,,,,,,,,,,,
90,Mirabest,J073719.2+292932,114.32991,29.49227,0.1105,False,True,False,False,False,False,False,False,False,24.12,,,J073719+292932,754.0,52232.0,96.0,,,,,,0.72,s,19.2,43.0,,,4.0,34.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Mirabest,J074708.4+171727,116.784813,17.29073,0.1876,False,True,False,False,False,False,False,False,False,25.01,,,J074708+171727,1921.0,53317.0,354.0,,,,,,2.63,s,44.8,108.0,,,4.0,107.21,,,,,,,,,,,,,,,,,,WHL J074708.4+171727,0.1876,,,0.12,,0.72,20.61,0.946,11.0,Y
92,Mirabest,J074818.9+454446,117.078621,45.74614,0.185,False,True,False,False,False,False,False,False,False,25.11,,,J074819+454446,1737.0,53055.0,197.0,,,,,,0.38,s,2.7,141.0,,,4.0,228.03,,,,,,,,,,,,,,,,,,WHL J074818.9+454446,0.185,,,0.09,,0.75,23.76,1.086,16.0,Y
93,Lao+Mirabest,J075244.2+455657,118.184159,45.94927,0.0517,False,True,False,False,False,False,True,False,False,24.56,8.22,1.84,J075244+455657,1737.0,53055.0,119.0,DESI J075244.21+455657.4,,,,,0.37,s,50.1,576.0,153.49,,4.0,116.54,105.0,151.4,117.8,1.01,,11.26,4.33472049,1.6,3.3,9.1879,0.141,-2.265,0.0,0.493,-0.773,7.13,1.0,,,,,,,,,,,
94,Lao,J003133.4+013024,7.89087,1.50426,0.3889,False,False,False,False,True,False,False,False,False,25.66,,1.55,,,,,WISEA J003133.80+013015.3,,,,,,s,68.07,,20.83,,,142.0,26.0,56.1,9.2,0.97,,,,,,,,,,,,,,AMF J003132.7+013000,0.3888,s,1564.0,22.0,120.0,0.717,37.29,1.68,25.0,
95,Lao+Mirabest,J075347.2+230206,118.44817,23.03195,0.50159,False,True,False,True,False,False,False,False,False,25.83,9.39,1.19,J075348+230155,1204.0,52669.0,51.0,WISEA J075347.56+230155.0,,,,,1.08,s,61.03,50.1,24.73,,2.0,322.0,51.0,108.7,24.8,1.94,-23.44,,,,,,,,,,,,,WHL J075347.6+230155,0.5016,s,1957.0,0.0,0.0,0.952,88.15,3.86,44.0,Y
96,Mirabest,J075437.1+391048,118.654457,39.17994,0.09602,True,False,False,False,False,False,False,False,False,,8.05,,J075437+391048,435.0,51882.0,11.0,,,,,,0.24,s,48.8,56.3,,,1.0,,,,,0.67,,11.23,5.780876878,1.3,3.36,8.90783,-0.48,0.183,0.301,1.335,1.28,6.13,0.0,,,,,,,,,,,
97,Lao+Mirabest,J075506.2+262105,118.77781,26.35444,0.1228,False,True,False,True,False,False,False,False,False,24.34,,1.8,J075507+262116,928.0,52578.0,450.0,WISEA J075506.67+262115.9,g,,,,0.42,s,46.7,46.0,11.81,,4.0,80.0,35.0,164.0,50.2,1.12,,,,,,,,,,,,,,AMF J075505.5+262236,0.5974,p,2270.0,82.0,565.0,0.496,15.63,0.72,8.0,
98,Mirabest,J075614.5+272436,119.060334,27.40993,0.1403,False,False,False,False,False,False,True,False,False,24.47,,,J075614+272436,859.0,52317.0,124.0,,,,,,0.25,s,20.2,58.1,,,4.0,163.75,,,,,,,,,,,,,,,,,,WHL J075614.5+272436,0.1386,,,0.07,,0.59,7.88,0.373,4.0,Y
99,Mirabest,J075625.8+370330,119.107331,37.05825,0.0774,False,False,True,False,False,False,True,False,False,24.44,8.37,,J075626+370330,543.0,52017.0,11.0,,,,,,0.56,s,5.4,193.0,,,4.0,115.39,,,,1.04,,11.39,5.673131142,1.99,3.41,9.08417,0.945,1.091,0.845,3.261,0.429,5.92,0.0,WHL J075625.8+370330,0.0773,,,0.03,,0.67,18.18,0.838,11.0,Y
100,Mirabest,J075628.8+501716,119.119987,50.28786,0.1336,False,False,True,False,False,False,True,False,False,24.88,,,J075629+501716,1869.0,53327.0,61.0,,,,,,0.15,s,9.6,165.0,,,4.0,74.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Lao,J003150.9-102210,7.96215,-10.37,1.99469,False,False,True,True,False,False,False,False,False,27.5,,1.06,,,,,DESI J003150.92-102212.0,,,,,,p,98.87,,44.15,,,291.0,34.0,157.1,52.3,0.29,,,,,,,,,,,,,,CAMIRA J003144.7-102235,0.5746,p,2197.0,95.0,643.0,0.456,10.81,0.5,8.0,
102,Mirabest,J075756.7+395936,119.486328,39.99336,0.06578,True,False,False,False,False,False,False,False,False,,7.36,,J075757+395936,544.0,52201.0,370.0,,,,,,0.31,s,99.2,99.7,,,1.0,,,,,0.85,,10.83,4.151751128,1.51,2.86,8.79536,-0.427,-2.229,0.477,-0.04,-0.198,7.57,1.0,,,,,,,,,,,
103,Mirabest,J075828.1+374712,119.617119,37.78657,0.0408,False,True,False,False,False,False,False,False,False,25.04,,,J075828+374712,544.0,52201.0,127.0,,,,,,0.63,s,225.5,2843.6,,,4.0,104.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Lao,J003153.9-074605,7.97372,-7.76841,0.43945,False,False,True,True,False,False,False,False,False,25.3,,0.87,,,,,DESI J003153.69-074606.3,,,,,,p,27.49,,14.21,,,135.0,23.0,124.3,12.2,1.5,,,,,,,,,,,,,,WH J003157.8-074322,0.7321,p,2679.0,175.0,1312.0,0.394,11.06,0.52,6.0,
105,Mirabest,J075847.0+270516,119.695809,27.08766,0.09874,True,False,False,False,False,False,False,False,False,,8.16,,J075847+270516,929.0,52581.0,196.0,,,,,,0.19,s,63.5,53.8,,,1.0,,,,,0.72,,10.74,2.425381209,1.27,3.07,9.17226,0.759,-2.092,1.114,1.197,-1.273,6.38,0.0,WHL J075917.1+270916,0.0971,,,468.38,,0.96,44.85,2.01,28.0,Y
106,Mirabest,J080101.4+134952,120.25563,13.83116,0.1087,False,True,False,False,False,False,False,False,False,25.03,,,J080101+134952,2266.0,53679.0,124.0,,,,,,1.15,s,7.4,361.0,,,4.0,103.53,,,,,,,,,,,,,,,,,,WHL J080101.4+134952,0.1076,,,0.08,,0.81,27.13,1.235,14.0,Y
107,Lao,J003204.2-034843,8.01737,-3.81268,0.32594,False,False,True,True,False,False,False,False,False,25.36,8.9,0.49,,,,,WISEA J003204.16-034845.6,,,,,,s,70.93,,48.9,,,204.0,42.0,168.0,59.2,1.68,-23.39,,,,,,,,,,,,,AMF J003202.3-034857,0.3329,s,1360.0,31.0,153.0,0.846,51.22,2.28,19.0,
108,Mirabest,J080113.3+344031,120.305328,34.67524,0.0827,False,True,False,False,False,False,False,False,False,23.87,8.34,,J080113+344031,891.0,52584.0,471.0,,,,,,1.29,s,3.7,45.0,,,2.0,44.84,,,,1.06,,11.25,5.44462651,2.03,3.13,8.97988,1.101,-0.285,0.903,2.599,-0.538,5.82,0.0,,,,,,,,,,,
109,Mirabest,J080347.3+534809,120.946991,53.80242,0.1398,False,False,True,False,False,False,False,False,False,24.66,,,J080347+534809,1870.0,53383.0,569.0,,,,,,2.4,s,45.3,90.3,,,2.0,8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Mirabest,J080531.3+254812,121.380539,25.80345,0.137,False,False,True,False,False,False,True,False,False,24.52,,,J080531+254812,1205.0,52670.0,491.0,,,,,,1.02,s,4.3,69.2,,,4.0,332.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Lao+Mirabest,J080601.5+190615,121.506316,19.10409,0.0979,False,True,False,False,False,False,True,False,False,24.58,8.18,0.58,J080602+190615,1922.0,53315.0,10.0,WISEA J080601.54+190614.6,,,,,1.03,s,113.3,163.0,115.2,,2.0,38.08,49.0,151.6,65.5,1.02,-22.01,11.4,4.776906154,1.61,3.04,9.24353,-1.767,0.224,0.0,0.105,2.559,7.37,1.0,,,,,,,,,,,
112,Lao,J003226.0-110848,8.10771,-11.14784,1.04234,False,False,True,True,False,False,False,False,False,26.44,,1.41,,,,,DESI J003225.85-110852.2,c,,,,,p,33.87,,11.59,,,424.0,51.0,146.0,55.4,,,,,,,,,,,,,,,WH J003227.6-110642,0.5177,p,2011.0,133.0,854.0,0.502,17.51,0.81,7.0,
113,Mirabest,J080938.9+345537,122.41201,34.92701,0.0825,False,True,False,False,False,False,False,False,False,24.63,8.63,,J080939+345537,892.0,52378.0,127.0,,,,,,0.16,s,154.9,259.7,,,4.0,124.74,,,,0.8,,11.2,5.308585492,1.38,3.28,8.95186,1.026,-0.555,0.845,2.366,-0.624,6.29,0.0,WHL J080938.9+345537,0.082,,,0.07,,0.66,16.51,0.763,12.0,Y
114,Mirabest,J081111.5+284750,122.79795,28.79736,0.2697,False,True,False,False,False,False,True,False,False,25.0,,,J081112+284750,930.0,52618.0,158.0,,,,,,0.38,s,10.6,47.6,,,4.0,117.53,,,,,,,,,,,,,,,,,,WHL J081116.4+284653,0.2707,,,86.25,,1.03,59.62,2.649,28.0,Y
115,Lao+Mirabest,J081139.0+401452,122.91874,40.24925,0.12183,False,False,False,True,False,False,False,False,False,24.45,8.44,1.07,J081140+401457,759.0,52254.0,395.0,WISEA J081140.49+401457.3,,,,,0.85,s,66.64,59.0,29.59,,2.0,93.0,41.0,158.9,46.8,1.13,-22.08,,,,,,,,,,,,,maxBCG J081153.4+401348,0.1227,s,530.0,163.0,373.0,0.797,35.58,1.6,23.0,Y
116,Mirabest,J081141.1+360657,122.921387,36.11577,0.08626,True,False,False,False,False,False,False,False,False,,8.63,,J081141+360657,892.0,52378.0,511.0,,,,,,0.37,s,13.4,43.1,,,1.0,,,,,1.03,,11.41,6.366649096,2.01,3.09,9.004,0.638,0.279,0.477,2.482,0.248,6.13,0.0,,,,,,,,,,,
117,Lao+Mirabest,J081243.9+250247,123.1824,25.0465,0.24102,False,False,False,True,False,False,False,False,False,24.98,8.8,0.66,J081244+250247,1266.0,52709.0,270.0,WISEA J081243.77+250247.3,a,,,,0.73,s,55.39,49.4,33.5,,2.0,201.0,51.0,147.0,45.3,1.46,-23.13,,,,,,,,,,,,,Y21 J081243.8+250247,0.241,s,1009.0,0.0,0.0,0.658,22.85,1.04,14.0,
118,Mirabest,J081245.9+574751,123.191421,57.79751,0.272,False,False,True,False,False,False,True,False,False,25.01,,,J081246+574751,1872.0,53386.0,410.0,,,,,,0.46,s,5.7,48.1,,,2.0,18.08,,,,,,,,,,,,,,,,,,WHL J081245.9+574751,0.272,,,0.24,,0.62,17.39,0.802,8.0,Y
119,Mirabest+Sasmal,J081300.1+434749,123.25055,43.7969,0.1281,False,True,False,False,False,False,False,False,False,25.1,,,J081300+434749,547.0,51959.0,251.0,,,,"6, 13",2MASX,0.38,s,86.2,304.0,,,4.0,34.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Mirabest,J081343.6+265511,123.43164,26.91986,0.3251,False,False,True,False,False,False,False,False,False,25.36,,,J081344+265511,1206.0,52670.0,53.0,,,,,,2.46,s,22.0,71.6,,,2.0,24.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Mirabest,J081343.6+525738,123.431748,52.96061,0.1381,False,False,True,False,False,False,False,False,False,24.98,,,J081344+525738,1781.0,53297.0,515.0,,,,,,2.45,s,66.4,194.6,,,2.0,28.95,,,,,,,,,,,,,,,,,,WHL J081343.6+525738,0.1384,,,0.27,,0.67,18.58,0.856,11.0,Y
122,Mirabest,J081421.7+522410,123.59037,52.4028,0.2467,False,True,False,False,False,False,False,False,False,24.93,,,J081422+522410,1781.0,53297.0,144.0,,,,,,0.71,s,2.6,49.2,,,4.0,96.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Mirabest,J081443.9+125817,123.682877,12.97148,0.1761,False,False,False,False,False,False,True,False,False,26.1,,,J081444+125817,2420.0,54086.0,522.0,,,,,,2.09,s,530.6,1522.0,,,4.0,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Mirabest,J081601.9+380415,124.007859,38.07094,0.1727,False,False,True,False,False,False,False,False,False,25.51,,,J081602+380415,893.0,52589.0,394.0,,,,,,0.33,s,157.3,407.5,,,2.0,23.74,,,,,,,,,,,,,,,,,,WHL J081601.9+380415,0.1727,,,0.09,,0.79,25.69,1.171,17.0,Y
125,Lao+Mirabest,J081653.9+391117,124.22395,39.18784,0.46538,False,False,False,True,False,False,False,False,False,25.83,,0.95,J081654+391116,759.0,52254.0,12.0,DESI J081653.74+391116.1,,,,,2.84,s,79.57,77.0,38.55,,2.0,351.0,58.0,169.8,115.3,1.98,,,,,,,,,,,,,,WHL J081653.7+391116,0.4654,s,1834.0,0.0,0.0,0.716,37.4,1.68,21.0,Y
126,Lao+Mirabest,J081805.3+543733,124.51617,54.61902,0.11743,False,True,False,True,False,False,False,False,False,25.31,,1.15,J081804+543709,1782.0,53299.0,395.0,DESI J081803.86+543708.4,d,,,,1.16,s,516.72,507.0,214.41,,4.0,292.0,133.0,127.1,112.7,1.13,,,,,,,,,,,,,,maxBCG J081803.9+543708,0.118,s,510.0,0.0,0.0,1.002,69.27,3.06,38.0,Y
127,Mirabest,J081849.7+040632,124.707283,4.10876,0.09462,True,False,False,False,False,False,False,False,False,,8.4,,J081850+040632,1184.0,52641.0,415.0,,,,,,0.45,s,21.2,61.5,,,1.0,,,,,1.01,,11.21,5.020881197,1.85,3.18,9.01026,0.265,-2.108,0.477,0.706,-0.801,6.17,0.0,,,,,,,,,,,
128,Mirabest,J081852.4+262354,124.718522,26.39835,0.2641,False,False,True,False,False,False,True,False,False,25.65,,,J081852+262354,1266.0,52709.0,495.0,,,,,,1.12,s,32.2,225.0,,,2.0,24.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Mirabest,J081854.1+224745,124.725387,22.79579,0.0958,False,True,False,False,False,False,True,False,False,24.8,8.53,,J081854+224745,1926.0,53317.0,156.0,,,,,,1.4,s,187.0,282.6,,,2.0,34.36,,,,1.07,,11.29,4.012831633,1.89,3.27,9.28492,0.61,-0.049,0.301,2.26,0.081,6.5,0.0,,,,,,,,,,,
130,Mirabest,J081859.7+494636,124.748909,49.7767,0.09518,True,False,False,False,False,False,False,False,False,,8.21,,J081900+494636,442.0,51882.0,258.0,,,,,,0.76,s,12.5,80.1,,,1.0,,,,,1.01,,11.3,7.182864105,1.98,2.92,8.78923,-0.113,1.598,0.477,2.53,1.76,6.12,0.0,,,,,,,,,,,
131,Lao+Mirabest,J082247.7+041757,125.69849,4.29722,0.09541,False,False,True,True,False,False,False,False,False,24.69,8.5,2.66,J082248+041750,1185.0,52642.0,423.0,WISEA J082247.63+041750.0,,,,,0.73,s,170.29,132.0,22.5,,4.0,196.0,107.0,164.3,59.8,0.98,-22.81,,,,,,,,,,,,,WHL J082247.6+041750,0.0942,s,410.0,0.0,0.0,0.726,24.86,1.13,23.0,
132,Mirabest,J082316.2+535712,125.817642,53.95321,0.1689,False,True,False,False,False,True,False,False,False,24.82,,,J082316+535712,1782.0,53299.0,213.0,,,,,,1.25,s,7.6,87.0,,,2.0,45.86,,,,,,,,,,,,,,,,,,WHL J082316.2+535712,0.1689,,,0.28,,0.7,19.77,0.909,10.0,Y
133,Lao+Mirabest,J082400.3+153447,126.001167,15.57964,0.093,False,True,False,False,False,False,False,False,False,24.7,8.97,1.58,J082400+153447,2272.0,53713.0,551.0,SDSS J082400.28+153446.7,,,,,0.61,s,42.2,239.0,88.6,,4.0,57.51,79.0,99.4,27.2,1.03,,11.41,5.723508917,2.01,3.84,9.0965,0.846,2.066,0.954,3.742,1.102,6.17,0.0,WHL J082400.3+153447,0.0928,s,418.0,0.04,0.0,0.74,20.58,0.945,11.0,Y
134,Mirabest,J082433.3+143705,126.138947,14.61805,0.2824,False,True,False,False,False,False,True,False,False,25.13,,,J082433+143705,2272.0,53713.0,13.0,,,,,,0.98,s,3.8,58.3,,,2.0,54.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Mirabest,J082440.1+410306,126.167289,41.05155,0.05798,True,False,False,False,False,False,False,False,False,,8.2,,J082440+410306,761.0,52266.0,187.0,,,,,,1.02,s,82.0,81.3,,,1.0,,,,,1.05,,11.17,3.87333692,2.06,3.07,9.19565,0.141,-1.183,0.0,1.133,-0.134,5.77,0.0,,,,,,,,,,,
136,Mirabest,J082535.3+481743,126.39708,48.29534,0.183,False,True,False,False,False,False,False,False,False,24.7,,,J082535+481743,443.0,51873.0,174.0,,,,,,1.99,s,5.1,56.0,,,2.0,40.19,,,,,,,,,,,,,,,,,,WHL J082535.3+481743,0.1813,,,0.25,,1.02,76.68,3.381,38.0,Y
137,Mirabest,J082556.1+175140,126.483941,17.86099,0.0905,False,True,False,False,False,False,False,False,False,24.83,8.69,,J082556+175140,2273.0,53709.0,201.0,,,,,,0.75,s,46.1,339.0,,,4.0,151.78,,,,1.04,,11.64,7.017211529,1.96,2.98,9.14949,0.551,-0.79,0.699,1.765,-0.3,6.18,0.0,WHL J082556.1+175140,0.0905,,,0.04,,0.66,16.89,0.78,8.0,Y
138,Mirabest,J082557.0+523017,126.48758,52.50459,0.4667,False,False,True,False,False,False,False,False,False,25.66,,,J082557+523017,444.0,51883.0,303.0,,,,,,1.44,s,3.4,62.4,,,2.0,50.25,,,,,,,,,,,,,,,,,,WHL J082557.0+523017,0.4675,,,0.34,,0.76,35.56,1.605,12.0,Y
139,Lao+Mirabest+Sasmal,J082608.2+035856,126.53553,3.98439,0.20131,False,True,False,True,False,False,False,False,False,24.89,8.55,1.17,J082609+035904,1185.0,52642.0,119.0,WISEA J082608.52+035903.7,f,,"13, 20",SDSS,0.09,s,59.63,58.7,24.37,,2.0,189.0,55.0,136.1,39.3,1.33,-22.57,,,,,,,,,,,,,WHL J082608.5+035904,0.2013,s,852.0,0.0,0.0,0.62,22.83,1.04,23.0,Y
140,Mirabest,J082654.1+394844,126.725272,39.81215,0.2356,False,False,True,False,False,False,False,False,False,24.99,,,J082654+394844,894.0,52615.0,463.0,,,,,,0.54,s,13.9,62.5,,,2.0,24.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Lao+Mirabest,J082718.3+463511,126.826302,46.58636,0.1249,False,False,True,False,False,False,True,False,False,24.55,8.7,1.38,J082718+463511,548.0,51986.0,512.0,WISEA J082718.32+463510.9,"d,g",,,,1.15,s,11.2,91.0,35.44,,4.0,108.07,125.0,81.1,79.0,,-22.69,,,,,,,,,,,,,WHL J082708.9+463813,0.1281,,,206.27,,0.93,43.89,1.969,27.0,Y
142,Mirabest,J082733.6+160054,126.890121,16.01493,0.091,False,True,False,False,False,False,False,False,False,24.03,8.52,,J082734+160054,2274.0,53726.0,488.0,,,,,,0.59,s,18.5,53.0,,,2.0,121.95,,,,0.99,,11.39,5.425101592,1.96,3.2,9.123,-0.308,-1.622,0.477,0.435,0.044,6.22,0.0,,,,,,,,,,,
143,Lao+Mirabest,J082834.7+322829,127.14655,32.47377,0.27974,False,False,True,True,False,False,False,False,False,25.11,9.16,1.21,J082835+322825,932.0,52620.0,488.0,WISEA J082835.17+322825.5,a,,,,0.64,s,46.45,46.7,18.46,,2.0,294.0,67.0,143.8,52.9,1.61,-23.2,,,,,,,,,,,,,Y21 J082847.5+322745,0.6569,s,2455.0,162.0,1164.0,0.568,17.1,0.79,9.0,
144,Mirabest,J082904.8+175416,127.270111,17.9044,0.0895,False,True,False,False,False,False,True,False,False,24.81,8.1,,J082905+175416,2273.0,53709.0,88.0,,,,,,0.66,s,231.8,328.8,,,4.0,179.9,,,,0.82,,11.21,6.378546893,1.39,3.35,8.80238,0.273,-0.253,0.477,1.811,0.288,6.43,0.0,,,,,,,,,,,
145,Mirabest,J082926.5+224436,127.36029,22.74342,0.08729,True,False,False,False,False,False,False,False,False,,8.32,,J082926+224436,1929.0,53349.0,355.0,,,,,,1.95,s,102.7,148.8,,,1.0,,,,,1.01,,11.29,5.307973739,2.0,3.19,9.04196,-0.284,-1.071,0.477,0.784,0.347,5.99,0.0,,,,,,,,,,,
147,Mirabest,J083109.6+414738,127.789833,41.79392,0.132,False,False,True,False,False,False,False,False,False,24.84,,,J083110+414738,761.0,52266.0,5.0,,,,,,0.34,s,5.9,155.0,,,4.0,161.42,,,,,,,,,,,,,,,,,,WHL J083109.6+414738,0.1326,,,0.12,,0.73,21.59,0.99,15.0,Y
148,Lao,J003405.2+062044,8.52016,6.3417,0.12517,False,False,False,False,True,False,False,False,False,25.11,,1.38,,,,,DESI J003404.84+062030.1,,,,,,p,278.36,,97.17,,,104.0,45.0,37.5,13.5,1.05,,,,,,,,,,,,,,AMF J003405.6+062035,0.1327,s,571.0,13.0,32.0,1.083,82.49,3.62,36.0,
149,Mirabest,J083138.8+223423,127.911819,22.57306,0.0869,False,True,False,False,False,False,False,False,False,24.53,8.85,,J083139+223423,1929.0,53349.0,184.0,,,,,,0.52,s,92.8,185.3,,,4.0,133.07,,,,1.02,,11.37,5.155470907,1.89,3.32,9.14728,-0.735,-0.821,0.477,0.492,0.935,6.28,0.0,,,,,,,,,,,
150,Mirabest,J083147.8+223906,127.949332,22.65163,0.0864,False,True,False,False,False,False,False,False,False,24.21,8.84,,J083148+223906,1929.0,53349.0,189.0,,,,,,2.48,s,16.1,90.0,,,4.0,123.31,,,,1.04,,11.52,6.378585243,1.97,3.27,9.11237,-0.569,-0.665,0.477,0.746,0.866,6.26,0.0,,,,,,,,,,,
151,Lao+Mirabest,J083231.4+351719,128.13001,35.28709,0.26881,False,False,True,True,False,False,False,False,False,25.29,,0.85,J083231+351714,1197.0,52668.0,499.0,SDSS J083231.19+351713.5,a,,,,0.48,s,84.68,85.6,44.41,,2.0,260.0,61.0,146.6,60.1,,,,,,,,,,,,,,,maxBCG J083231.3+351713,0.2679,s,1114.0,1.0,4.0,0.881,55.28,2.46,31.0,Y
152,Lao,J003414.4-020455,8.56123,-2.08458,0.08206,False,False,False,True,False,False,False,False,False,24.24,,1.21,,,,,IC 0030,,,,,,s,94.77,,37.62,,,52.0,33.0,131.7,22.3,,,,,,,,,,,,,,,AMF J003414.7-020504,0.0821,s,358.0,0.0,0.0,0.973,57.56,2.55,45.0,
153,Mirabest,J083346.9+451520,128.445344,45.25542,0.18,False,True,False,False,False,False,False,False,False,25.0,,,J083347+451520,548.0,51986.0,18.0,,,,,,1.04,s,28.2,115.0,,,2.0,85.36,,,,,,,,,,,,,,,,,,WHL J083346.9+451520,0.1803,,,0.01,,0.6,14.75,0.684,8.0,Y
154,Mirabest,J083404.8+250841,128.520157,25.14459,0.2597,False,False,False,False,False,False,True,False,False,25.22,,,J083405+250841,1928.0,53327.0,570.0,,,,,,2.37,s,19.3,85.3,,,2.0,23.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Mirabest,J083411.1+580321,128.546265,58.05595,0.09336,True,False,False,False,False,False,False,False,False,,8.37,,J083411+580321,1784.0,54425.0,382.0,,,,,,0.04,s,53.0,57.3,,,1.0,,,,,1.12,,11.58,11.39659494,2.11,2.54,8.66827,-0.015,0.088,0.699,1.733,0.771,6.08,0.0,WHL J083411.1+580322,0.095,,,0.32,,0.67,17.88,0.824,10.0,Y
156,Mirabest,J083618.7+090921,129.077759,9.15577,0.2242,False,False,True,False,False,False,False,False,False,25.1,,,J083619+090921,1759.0,53081.0,339.0,,,,,,0.92,s,17.7,90.5,,,2.0,26.89,,,,,,,,,,,,,,,,,,WHL J083618.7+090921,0.2258,,,0.07,,0.93,53.4,2.381,35.0,Y
157,Mirabest,J083637.8+440110,129.157655,44.01934,0.05542,True,False,False,False,False,False,False,False,False,,8.29,,J083638+440110,762.0,52232.0,147.0,,,,,,0.21,s,139.3,130.3,,,1.0,,,,,1.12,,11.08,3.73447166,1.87,3.28,9.13736,-0.999,0.643,-99.0,1.102,2.058,7.24,1.0,,,,,,,,,,,
158,Mirabest,J083651.2+184300,129.213318,18.71675,0.1665,False,True,False,False,False,False,True,False,False,24.5,,,J083651+184300,2275.0,53709.0,72.0,,,,,,0.7,s,6.5,43.4,,,2.0,35.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Mirabest,J083655.9+053242,129.232788,5.54502,0.0993,False,False,True,False,False,False,True,False,False,24.13,7.66,,J083656+053242,1186.0,52646.0,613.0,,,,,,1.55,s,16.5,55.0,,,4.0,155.19,,,,0.99,,11.3,8.740123099,1.64,2.42,8.61879,-1.358,-1.156,0.301,-0.313,1.344,7.23,1.0,,,,,,,,,,,
